statement,true,animals,cities,companies,elements,facts,generated,inventions,split
Telefonica operates in the industry of telecommunications services.,1,0,0,1,0,0,0,0,train
"Zurich Insurance is a holding company, which engages in the provision of insurance products and related services..",1,0,0,1,0,0,0,0,train
Public Joint Stock Company Gazprom engages in the retail sale of home improvement products..,0,0,0,1,0,0,0,0,train
Tokio Marine Holdings operates in the industry of insurance.,1,0,0,1,0,0,0,0,test
Generali Group operates in the industry of Diversified Financials.,0,0,0,1,0,0,0,0,train
Cigna Corporation has headquarters in Switzerland.,0,0,0,1,0,0,0,0,train
Johnson & Johnson has headquarters in United States.,1,0,0,1,0,0,0,0,train
Charles Schwab Corporation operates in the industry of Materials.,0,0,0,1,0,0,0,0,train
Equinor operates in the industry of Capital Goods.,0,0,0,1,0,0,0,0,train
Banco Bradesco has headquarters in United States.,0,0,0,1,0,0,0,0,calibration
Alphabet has headquarters in United States.,1,0,0,1,0,0,0,0,test
Itau Unibanco Holding operates in the industry of IT Software & Services.,0,0,0,1,0,0,0,0,train
"General Motors operates in the industry of Food, Drink & Tobacco.",0,0,0,1,0,0,0,0,train
Vale engages in the provision of healthcare services..,0,0,0,1,0,0,0,0,train
Total operates in the industry of Retailing.,0,0,0,1,0,0,0,0,train
Danaher has headquarters in United States.,1,0,0,1,0,0,0,0,test
Airbus Group has headquarters in United States.,0,0,0,1,0,0,0,0,test
VINCI engages in the provision of mail and logistics services..,0,0,0,1,0,0,0,0,train
Nippon Telegraph & Telephone operates in the industry of Oil & Gas Operations.,0,0,0,1,0,0,0,0,train
ANZ has headquarters in United States.,0,0,0,1,0,0,0,0,train
SAP engages in the provision of enterprise application software and software-related services..,1,0,0,1,0,0,0,0,calibration
"BBVA engages in the traditional banking businesses of retail banking, asset management, private banking, and wholesale banking..",1,0,0,1,0,0,0,0,test
AbbVie (ABBV) operates in the industry of Healthcare Equipment & Services.,0,0,0,1,0,0,0,0,train
Danaher operates in the industry of Chemicals.,0,0,0,1,0,0,0,0,train
Thermo Fisher Scientific operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,test
Ping An Insurance (Group) Company of China provides commercial banking and financial services..,0,0,0,1,0,0,0,0,train
Cigna Corporation operates in the industry of Utilities.,0,0,0,1,0,0,0,0,train
Dell Technologies operates as a logistics and package delivery company providing supply chain management services..,0,0,0,1,0,0,0,0,train
Berkshire Hathaway operates in the industry of diversified financials.,1,0,0,1,0,0,0,0,test
KDDI operates in the industry of telecommunications services.,1,0,0,1,0,0,0,0,train
AIA Group has headquarters in Hong Kong.,1,0,0,1,0,0,0,0,train
"Deere & Company is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",0,0,0,1,0,0,0,0,calibration
Chevron has headquarters in United States.,1,0,0,1,0,0,0,0,train
Duke Energy has headquarters in United States.,1,0,0,1,0,0,0,0,train
"American International Group is a holding company, which engages in the business of acquisition and operation of different companies..",0,0,0,1,0,0,0,0,train
China State Construction Engineering operates in the industry of construction.,1,0,0,1,0,0,0,0,train
AbbVie (ABBV) operates in the industry of drugs & biotechnology.,1,0,0,1,0,0,0,0,test
"Generali Group is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,0,0,1,0,0,0,0,train
"Alphabet engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",0,0,0,1,0,0,0,0,train
Tokio Marine Holdings is an investment company that engages in the provision of value-added services and online advertising services..,0,0,0,1,0,0,0,0,train
China Citic Bank has headquarters in China.,1,0,0,1,0,0,0,0,test
State Bank of India operates in the industry of banking.,1,0,0,1,0,0,0,0,test
Brookfield Asset Management has headquarters in Canada.,1,0,0,1,0,0,0,0,train
Amazon.com has headquarters in Italy.,0,0,0,1,0,0,0,0,train
Intel operates in the industry of Banking.,0,0,0,1,0,0,0,0,test
Westpac Banking has headquarters in Australia.,1,0,0,1,0,0,0,0,train
Bank of Nova Scotia operates in the industry of IT Software & Services.,0,0,0,1,0,0,0,0,calibration
Univlever operates in the industry of household & personal products.,1,0,0,1,0,0,0,0,calibration
RBC has headquarters in United States.,0,0,0,1,0,0,0,0,calibration
Comcast has headquarters in United States.,1,0,0,1,0,0,0,0,train
Target has headquarters in Germany.,0,0,0,1,0,0,0,0,train
KDDI engages in the telecommunications business..,1,0,0,1,0,0,0,0,test
Telefonica operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Chubb operates in the industry of insurance.,1,0,0,1,0,0,0,0,train
Barclays has headquarters in United Kingdom.,1,0,0,1,0,0,0,0,calibration
"America Movil is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services..",0,0,0,1,0,0,0,0,calibration
UBS Group has headquarters in Switzerland.,1,0,0,1,0,0,0,0,train
GlaxoSmithKline operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
China Shenhua Energy operates in the industry of materials.,1,0,0,1,0,0,0,0,train
FedEx operates in the industry of transportation.,1,0,0,1,0,0,0,0,calibration
Petrobras operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,calibration
"Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services..",1,0,0,1,0,0,0,0,train
Volkswagen Group has headquarters in United States.,0,0,0,1,0,0,0,0,train
Medtronic operates in the industry of health care equipment & services.,1,0,0,1,0,0,0,0,calibration
"Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries..",1,0,0,1,0,0,0,0,train
Credit Agricole operates as a holding company that engages in the management of its group companies..,0,0,0,1,0,0,0,0,train
Micron Technology engages in the provision of innovative memory and storage solutions..,1,0,0,1,0,0,0,0,calibration
British American Tobacco has headquarters in India.,0,0,0,1,0,0,0,0,train
"Hon Hai Precision is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,0,0,1,0,0,0,0,test
China Mobile operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
Siemens has headquarters in United States.,0,0,0,1,0,0,0,0,train
"Raytheon Technologies engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",1,0,0,1,0,0,0,0,calibration
HCA Healthcare has headquarters in United States.,1,0,0,1,0,0,0,0,train
Japan Post Holdings operates in the industry of insurance.,1,0,0,1,0,0,0,0,calibration
CNOOC operates in the industry of Insurance.,0,0,0,1,0,0,0,0,train
"The Home Depot operates in the industry of Food, Drink & Tobacco.",0,0,0,1,0,0,0,0,train
Walmart is a holding company that engages in the provision of telecommunications media and technology service..,0,0,0,1,0,0,0,0,train
"Samsung Group engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",0,0,0,1,0,0,0,0,train
Procter & Gamble has headquarters in Luxembourg.,0,0,0,1,0,0,0,0,train
Microsoft engages in the provision of global health services..,0,0,0,1,0,0,0,0,train
"ANZ is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services..",0,0,0,1,0,0,0,0,train
"Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",1,0,0,1,0,0,0,0,train
Mercedes-Benz Group operates in the industry of Aerospace & Defense.,0,0,0,1,0,0,0,0,test
Bank of Montreal has headquarters in Japan.,0,0,0,1,0,0,0,0,test
"UBS Group engages in oil and gas exploration, production, and distribution activities..",0,0,0,1,0,0,0,0,test
Toronto-Dominion Bank has headquarters in Canada.,1,0,0,1,0,0,0,0,train
"Dow is a materials science company, combining science and technology to develop innovative solutions..",1,0,0,1,0,0,0,0,train
"GlaxoSmithKline is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products..",1,0,0,1,0,0,0,0,test
Sanofi has headquarters in United States.,0,0,0,1,0,0,0,0,train
Honda Motor has headquarters in Japan.,1,0,0,1,0,0,0,0,train
Itochu operates in the industry of Transportation.,0,0,0,1,0,0,0,0,calibration
China State Construction Engineering operates in the industry of Telecommunications Services.,0,0,0,1,0,0,0,0,test
PNC Financial Services has headquarters in Japan.,0,0,0,1,0,0,0,0,train
Bristol Myers Squibb operates in the industry of drugs & biotechnology.,1,0,0,1,0,0,0,0,train
Verizon Communications operates in the industry of Conglomerates.,0,0,0,1,0,0,0,0,test
Accenture has headquarters in Ireland.,1,0,0,1,0,0,0,0,train
Anthem operates in the industry of drugs & biotechnology.,1,0,0,1,0,0,0,0,test
Allianz operates in the industry of insurance.,1,0,0,1,0,0,0,0,test
"Charles Schwab Corporation is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services..",1,0,0,1,0,0,0,0,calibration
Sanofi has headquarters in France.,1,0,0,1,0,0,0,0,train
Santander has headquarters in United States.,0,0,0,1,0,0,0,0,train
"Anthem provides life, hospital and medical insurance plans..",1,0,0,1,0,0,0,0,test
Airbus Group has headquarters in Netherlands.,1,0,0,1,0,0,0,0,test
Berkshire Hathaway has headquarters in China.,0,0,0,1,0,0,0,0,test
Johnson & Johnson provides insurance and financial services to individual and institutional customers..,0,0,0,1,0,0,0,0,train
Verizon Communications operates in the industry of telecommunications services.,1,0,0,1,0,0,0,0,train
"Medtronic is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,0,0,1,0,0,0,0,calibration
Tesla operates in the industry of Transportation.,0,0,0,1,0,0,0,0,test
"Chubb operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance..",1,0,0,1,0,0,0,0,calibration
Canadian Imperial Bank of Commerce operates in the industry of banking.,1,0,0,1,0,0,0,0,test
Mitsubishi UFJ Financial Group operates in the industry of banking.,1,0,0,1,0,0,0,0,train
China Vanke operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,test
China Citic Bank operates in the industry of Banking.,0,0,0,1,0,0,0,0,calibration
KDDI has headquarters in Japan.,1,0,0,1,0,0,0,0,train
Zurich Insurance has headquarters in Switzerland.,1,0,0,1,0,0,0,0,test
E.ON has headquarters in France.,0,0,0,1,0,0,0,0,train
Glencore has headquarters in Switzerland.,1,0,0,1,0,0,0,0,train
ING Group engages in the manufacture and sale of electrical equipment..,0,0,0,1,0,0,0,0,test
British American Tobacco operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Electricite de France has headquarters in Russia.,0,0,0,1,0,0,0,0,train
Coca-Cola provides insurance and financial services to individual and institutional customers..,0,0,0,1,0,0,0,0,train
Citigroup operates in the industry of diversified financials.,1,0,0,1,0,0,0,0,train
"Toyota Motor engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",0,0,0,1,0,0,0,0,train
"Target operates in the industry of Food, Drink & Tobacco.",0,0,0,1,0,0,0,0,train
Broadcom operates in the industry of Capital Goods.,0,0,0,1,0,0,0,0,calibration
"China State Construction Engineering engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",0,0,0,1,0,0,0,0,train
United Parcel Service has headquarters in United States.,1,0,0,1,0,0,0,0,train
MetLife operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
"China Telecom is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers..",0,0,0,1,0,0,0,0,test
PetroChina operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,train
Siemens has headquarters in Germany.,1,0,0,1,0,0,0,0,calibration
Sanofi operates in the industry of drugs & biotechnology.,1,0,0,1,0,0,0,0,test
Novartis has headquarters in Switzerland.,1,0,0,1,0,0,0,0,test
Nippon Telegraph & Telephone has headquarters in Japan.,1,0,0,1,0,0,0,0,train
Bank of China operates in the industry of Conglomerates.,0,0,0,1,0,0,0,0,test
"Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,0,0,1,0,0,0,0,train
Walt Disney has headquarters in Germany.,0,0,0,1,0,0,0,0,calibration
Charles Schwab Corporation engages in the development and sale of properties..,0,0,0,1,0,0,0,0,test
Hon Hai Precision operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
Vale has headquarters in China.,0,0,0,1,0,0,0,0,train
General Motors engages in the provision of healthcare services..,0,0,0,1,0,0,0,0,train
China Mobile has headquarters in Hong Kong.,1,0,0,1,0,0,0,0,test
Hyundai Motor operates in the industry of consumer durables.,1,0,0,1,0,0,0,0,train
"Bank of Nova Scotia engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",0,0,0,1,0,0,0,0,train
ConocoPhillips engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,train
"ArcelorMittal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",0,0,0,1,0,0,0,0,test
RBC operates in the industry of Insurance.,0,0,0,1,0,0,0,0,calibration
"ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",1,0,0,1,0,0,0,0,test
Charles Schwab Corporation has headquarters in Japan.,0,0,0,1,0,0,0,0,test
Manulife operates in the industry of Diversified Financials.,0,0,0,1,0,0,0,0,train
"Rio Tinto engages in the exploration, mining, and processing of mineral resources..",1,0,0,1,0,0,0,0,train
Itau Unibanco Holding operates in the industry of banking.,1,0,0,1,0,0,0,0,test
Walgreens engages in the provision of drug store services..,1,0,0,1,0,0,0,0,train
"Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0,0,0,1,0,0,0,0,train
Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.,1,0,0,1,0,0,0,0,train
Deere & Company operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Itochu engages in oil and natural gas production..,0,0,0,1,0,0,0,0,train
Intel operates in the industry of semiconductors.,1,0,0,1,0,0,0,0,calibration
Tokio Marine Holdings has headquarters in Japan.,1,0,0,1,0,0,0,0,train
"PNC Financial Services is a holding company, which engages in the provision of financial services..",1,0,0,1,0,0,0,0,train
Industrial Bank engages in owning and operating of general merchandise stores..,0,0,0,1,0,0,0,0,train
National Australia Bank has headquarters in United States.,0,0,0,1,0,0,0,0,test
China Merchants Bank operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
"Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",1,0,0,1,0,0,0,0,calibration
Anglo American has headquarters in United States.,0,0,0,1,0,0,0,0,calibration
Danaher engages in the provision of insurance and investment advisory services..,0,0,0,1,0,0,0,0,train
HCA Healthcare operates in the industry of Transportation.,0,0,0,1,0,0,0,0,calibration
Equinor has headquarters in United States.,0,0,0,1,0,0,0,0,calibration
Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Switzerland.,0,0,0,1,0,0,0,0,calibration
Sony operates in the industry of consumer durables.,1,0,0,1,0,0,0,0,calibration
Prudential Financial has headquarters in China.,0,0,0,1,0,0,0,0,train
Truist Financial has headquarters in United States.,1,0,0,1,0,0,0,0,train
Deutsche Post has headquarters in Switzerland.,0,0,0,1,0,0,0,0,train
FedEx has headquarters in Taiwan.,0,0,0,1,0,0,0,0,train
Taiwan Semiconductor Manufacturing Company has headquarters in China.,0,0,0,1,0,0,0,0,calibration
Broadcom has headquarters in United States.,1,0,0,1,0,0,0,0,train
Roche Holding operates as a research healthcare company..,1,0,0,1,0,0,0,0,test
Canadian Imperial Bank of Commerce has headquarters in Canada.,1,0,0,1,0,0,0,0,calibration
"Shanghai Pudong Development Bank is a materials science company, combining science and technology to develop innovative solutions..",0,0,0,1,0,0,0,0,calibration
Intesa Sanpaolo engages in the provision of financial products and banking services..,1,0,0,1,0,0,0,0,calibration
"China Construction Bank engages in the research, production and distribution of pharmaceutical products..",0,0,0,1,0,0,0,0,train
Mitsui operates in the industry of Retailing.,0,0,0,1,0,0,0,0,train
Canadian Imperial Bank of Commerce has headquarters in Brazil.,0,0,0,1,0,0,0,0,train
"SAP is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0,0,0,1,0,0,0,0,train
HDFC Bank has headquarters in India.,1,0,0,1,0,0,0,0,train
Merck & Co. operates in the industry of Telecommunications Services.,0,0,0,1,0,0,0,0,train
Walgreens operates in the industry of Banking.,0,0,0,1,0,0,0,0,test
MetLife provides insurance and financial services to individual and institutional customers..,1,0,0,1,0,0,0,0,train
Lloyds Banking Group has headquarters in United Kingdom.,1,0,0,1,0,0,0,0,train
"CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",1,0,0,1,0,0,0,0,test
"LukOil engages in the exploration, production, refining, marketing and distribution of oil..",1,0,0,1,0,0,0,0,train
"Coca-Cola operates in the industry of food, drink & tobacco.",1,0,0,1,0,0,0,0,train
Intesa Sanpaolo operates in the industry of banking.,1,0,0,1,0,0,0,0,test
"Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services..",0,0,0,1,0,0,0,0,test
CITIC operates in the industry of trading companies.,1,0,0,1,0,0,0,0,test
"Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",0,0,0,1,0,0,0,0,train
Industrial and Commercial Bank of China operates in the industry of banking.,1,0,0,1,0,0,0,0,calibration
China Telecom operates in the industry of Materials.,0,0,0,1,0,0,0,0,test
AT&T is a holding company that engages in the provision of telecommunications media and technology service..,1,0,0,1,0,0,0,0,train
Coca-Cola has headquarters in South Korea.,0,0,0,1,0,0,0,0,test
Deutsche Telekom has headquarters in France.,0,0,0,1,0,0,0,0,calibration
Allianz has headquarters in Brazil.,0,0,0,1,0,0,0,0,train
AbbVie (ABBV) has headquarters in Germany.,0,0,0,1,0,0,0,0,train
BlackRock operates in the industry of Materials.,0,0,0,1,0,0,0,0,calibration
Anheuser-Busch InBev has headquarters in Belgium.,1,0,0,1,0,0,0,0,test
Agricultural Bank of China engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,train
Pfizer operates in the industry of drugs & biotechnology.,1,0,0,1,0,0,0,0,test
UnitedHealth Group engages in the provision of financial services..,0,0,0,1,0,0,0,0,train
SoftBank has headquarters in France.,0,0,0,1,0,0,0,0,train
Merck & Co. engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,train
Morgan Stanley operates as a global financial services company..,1,0,0,1,0,0,0,0,calibration
Moller - Maersk engages in the provision of financial and insurance services..,0,0,0,1,0,0,0,0,calibration
American International Group operates in the industry of Insurance.,0,0,0,1,0,0,0,0,train
Munich Reinsurance operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Allianz operates in the industry of Drugs & Biotechnology.,0,0,0,1,0,0,0,0,train
Lowe's operates in the industry of Media.,0,0,0,1,0,0,0,0,calibration
"PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",0,0,0,1,0,0,0,0,calibration
"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",1,0,0,1,0,0,0,0,test
"PetroChina engages in the petroleum related products, services and activities..",1,0,0,1,0,0,0,0,calibration
"Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",1,0,0,1,0,0,0,0,test
BP operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,train
Charles Schwab Corporation operates in the industry of diversified financials.,1,0,0,1,0,0,0,0,train
E.ON has headquarters in Germany.,1,0,0,1,0,0,0,0,train
Deere & Company operates in the industry of capital goods.,1,0,0,1,0,0,0,0,test
China Citic Bank has headquarters in United States.,0,0,0,1,0,0,0,0,test
Itau Unibanco Holding operates as a research healthcare company..,0,0,0,1,0,0,0,0,train
"AIA Group engages in the design, manufacture and sale of computer products and technologies..",0,0,0,1,0,0,0,0,calibration
Fubon Financial engages in the provision of broadband communications services..,0,0,0,1,0,0,0,0,train
Postal Savings Bank of China engages in the provision of banking and related financial services..,1,0,0,1,0,0,0,0,train
Stellantis engages in distribution of natural gas and energy related services..,0,0,0,1,0,0,0,0,test
China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers..,1,0,0,1,0,0,0,0,test
Glencore operates in the industry of materials.,1,0,0,1,0,0,0,0,test
Broadcom has headquarters in United Kingdom.,0,0,0,1,0,0,0,0,train
CVS Health engages in the provision of healthcare services..,1,0,0,1,0,0,0,0,train
Univlever has headquarters in Japan.,0,0,0,1,0,0,0,0,test
Public Joint Stock Company Gazprom operates in the industry of Insurance.,0,0,0,1,0,0,0,0,train
Abbott Laboratories has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Lowe's operates in the industry of retailing.,1,0,0,1,0,0,0,0,test
Santander operates in the industry of banking.,1,0,0,1,0,0,0,0,train
Agricultural Bank of China engages in the provision of international commercial banking and financial services..,1,0,0,1,0,0,0,0,test
Bank of China operates in the industry of banking.,1,0,0,1,0,0,0,0,calibration
America Movil operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
China Mobile operates in the industry of telecommunications services.,1,0,0,1,0,0,0,0,train
Itochu has headquarters in Japan.,1,0,0,1,0,0,0,0,test
"Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans..",1,0,0,1,0,0,0,0,test
China Petroleum & Chemical operates in the industry of Oil & Gas Operations.,0,0,0,1,0,0,0,0,test
SoftBank operates in the industry of Diversified Financials.,0,0,0,1,0,0,0,0,calibration
Walt Disney engages in the manufacture and sale of automobiles and motorcycles..,0,0,0,1,0,0,0,0,calibration
Tokio Marine Holdings has headquarters in United States.,0,0,0,1,0,0,0,0,calibration
"China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",0,0,0,1,0,0,0,0,train
Shell operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
Alibaba Group has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Santander operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
Commonwealth Bank of Australia operates in the industry of banking.,1,0,0,1,0,0,0,0,train
"E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,0,0,1,0,0,0,0,train
Charter Communications engages in the provision of broadband communications services..,1,0,0,1,0,0,0,0,calibration
"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas..",1,0,0,1,0,0,0,0,train
Citigroup has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Mitsui engages in the general trading business..,1,0,0,1,0,0,0,0,train
"China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services..",0,0,0,1,0,0,0,0,train
Charter Communications has headquarters in Canada.,0,0,0,1,0,0,0,0,train
China Construction Bank has headquarters in China.,1,0,0,1,0,0,0,0,train
BASF operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Alphabet has headquarters in South Korea.,0,0,0,1,0,0,0,0,test
Berkshire Hathaway operates in the industry of Transportation.,0,0,0,1,0,0,0,0,calibration
Public Joint Stock Company Gazprom has headquarters in China.,0,0,0,1,0,0,0,0,calibration
Lockheed Martin operates in the industry of Banking.,0,0,0,1,0,0,0,0,test
"Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems..",1,0,0,1,0,0,0,0,train
Deutsche Telekom operates in the industry of telecommunications services.,1,0,0,1,0,0,0,0,calibration
AT&T has headquarters in United States.,1,0,0,1,0,0,0,0,calibration
Accenture operates in the industry of Oil & Gas Operations.,0,0,0,1,0,0,0,0,train
Moller - Maersk has headquarters in Denmark.,1,0,0,1,0,0,0,0,test
Mitsui has headquarters in China.,0,0,0,1,0,0,0,0,train
Goldman Sachs Group operates in the industry of Insurance.,0,0,0,1,0,0,0,0,calibration
China Telecom has headquarters in China.,1,0,0,1,0,0,0,0,calibration
Japan Post Holdings has headquarters in Japan.,1,0,0,1,0,0,0,0,train
Lloyds Banking Group is a holding company that engages in the provision of financial products and services..,0,0,0,1,0,0,0,0,calibration
United Parcel Service has headquarters in Japan.,0,0,0,1,0,0,0,0,test
IBM operates in the industry of it software & services.,1,0,0,1,0,0,0,0,calibration
Toronto-Dominion Bank engages in the provision of financial products and services..,0,0,0,1,0,0,0,0,train
Banco Bradesco has headquarters in Brazil.,1,0,0,1,0,0,0,0,calibration
Allianz engages in the provision of insurance and investment advisory services..,1,0,0,1,0,0,0,0,train
Industrial Bank has headquarters in United States.,0,0,0,1,0,0,0,0,train
Commonwealth Bank of Australia has headquarters in Australia.,1,0,0,1,0,0,0,0,train
Intesa Sanpaolo has headquarters in Brazil.,0,0,0,1,0,0,0,0,calibration
"BBVA is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",0,0,0,1,0,0,0,0,calibration
Amazon.com operates in the industry of Semiconductors.,0,0,0,1,0,0,0,0,calibration
SK Hynix engages in the manufacture and sale of semiconductor products..,1,0,0,1,0,0,0,0,calibration
Oracle has headquarters in Ireland.,0,0,0,1,0,0,0,0,train
UBS Group operates in the industry of banking.,1,0,0,1,0,0,0,0,train
Tokio Marine Holdings engages in the management of its group companies which are in the insurance business..,1,0,0,1,0,0,0,0,train
Santander engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,train
"Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services..",1,0,0,1,0,0,0,0,train
ConocoPhillips operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,train
Deutsche Telekom operates in the industry of Telecommunications Services.,0,0,0,1,0,0,0,0,train
Reliance Industries operates in the industry of gas & oil operations.,1,0,0,1,0,0,0,0,train
Samsung Group operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Microsoft operates in the industry of it software & services.,1,0,0,1,0,0,0,0,train
Meta Platforms engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,calibration
SAP operates in the industry of Oil & Gas Operations.,0,0,0,1,0,0,0,0,test
LukOil operates as a holding company that engages in the provision of insurance and asset management services..,0,0,0,1,0,0,0,0,calibration
Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,1,0,0,1,0,0,0,0,train
LVMH Moet Hennessy Louis Vuitton has headquarters in France.,1,0,0,1,0,0,0,0,train
Mercedes-Benz Group operates as an integrated oil and gas company..,0,0,0,1,0,0,0,0,test
Johnson & Johnson operates in the industry of drugs & biotechnology.,1,0,0,1,0,0,0,0,train
U.S. Bancorp engages in the manufacture and sale of motor vehicles and parts..,0,0,0,1,0,0,0,0,train
Hitachi has headquarters in United States.,1,0,0,1,0,0,0,0,train
"Bank of Montreal engages in the design, manufacture and sale of computer products and technologies..",0,0,0,1,0,0,0,0,train
Medtronic has headquarters in Hong Kong.,0,0,0,1,0,0,0,0,train
BNP Paribas has headquarters in France.,1,0,0,1,0,0,0,0,train
China Petroleum & Chemical operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,test
"IBM engages in the exploration, mining, and processing of mineral resources..",0,0,0,1,0,0,0,0,train
China Petroleum & Chemical has headquarters in South Korea.,0,0,0,1,0,0,0,0,train
Mizuho Financial has headquarters in Japan.,1,0,0,1,0,0,0,0,calibration
AXA operates as a holding company that engages in the provision of insurance and asset management services..,1,0,0,1,0,0,0,0,train
Cisco Systems operates in the industry of technology hardware & equipment.,1,0,0,1,0,0,0,0,train
Bank of Communications operates in the industry of banking.,1,0,0,1,0,0,0,0,calibration
Honda Motor operates in the industry of Chemicals.,0,0,0,1,0,0,0,0,train
Allianz has headquarters in Germany.,1,0,0,1,0,0,0,0,train
Duke Energy has headquarters in United Kingdom.,0,0,0,1,0,0,0,0,train
HDFC Bank operates as a global financial services company..,0,0,0,1,0,0,0,0,train
Munich Reinsurance has headquarters in United States.,0,0,0,1,0,0,0,0,train
PetroChina has headquarters in South Korea.,0,0,0,1,0,0,0,0,calibration
U.S. Bancorp operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Danaher has headquarters in China.,0,0,0,1,0,0,0,0,train
