statement,true,animals,cities,companies,elements,facts,generated,inventions,split
Microsoft engages in the provision of global health services..,0,0,0,1,0,0,0,0,train
"ANZ is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services..",0,0,0,1,0,0,0,0,train
"Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",1,0,0,1,0,0,0,0,train
Toronto-Dominion Bank has headquarters in Canada.,1,0,0,1,0,0,0,0,train
"Dow is a materials science company, combining science and technology to develop innovative solutions..",1,0,0,1,0,0,0,0,train
Sanofi has headquarters in United States.,0,0,0,1,0,0,0,0,train
Honda Motor has headquarters in Japan.,1,0,0,1,0,0,0,0,train
PNC Financial Services has headquarters in Japan.,0,0,0,1,0,0,0,0,train
Bristol Myers Squibb operates in the industry of drugs & biotechnology.,1,0,0,1,0,0,0,0,train
Accenture has headquarters in Ireland.,1,0,0,1,0,0,0,0,train
Sanofi has headquarters in France.,1,0,0,1,0,0,0,0,train
Santander has headquarters in United States.,0,0,0,1,0,0,0,0,train
Johnson & Johnson provides insurance and financial services to individual and institutional customers..,0,0,0,1,0,0,0,0,train
Verizon Communications operates in the industry of telecommunications services.,1,0,0,1,0,0,0,0,train
Mitsubishi UFJ Financial Group operates in the industry of banking.,1,0,0,1,0,0,0,0,train
KDDI has headquarters in Japan.,1,0,0,1,0,0,0,0,train
E.ON has headquarters in France.,0,0,0,1,0,0,0,0,train
Glencore has headquarters in Switzerland.,1,0,0,1,0,0,0,0,train
British American Tobacco operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Electricite de France has headquarters in Russia.,0,0,0,1,0,0,0,0,train
Coca-Cola provides insurance and financial services to individual and institutional customers..,0,0,0,1,0,0,0,0,train
Citigroup operates in the industry of diversified financials.,1,0,0,1,0,0,0,0,train
"Toyota Motor engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",0,0,0,1,0,0,0,0,train
"Target operates in the industry of Food, Drink & Tobacco.",0,0,0,1,0,0,0,0,train
"China State Construction Engineering engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",0,0,0,1,0,0,0,0,train
United Parcel Service has headquarters in United States.,1,0,0,1,0,0,0,0,train
MetLife operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
PetroChina operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,train
Nippon Telegraph & Telephone has headquarters in Japan.,1,0,0,1,0,0,0,0,train
"Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,0,0,1,0,0,0,0,train
Hon Hai Precision operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
Vale has headquarters in China.,0,0,0,1,0,0,0,0,train
General Motors engages in the provision of healthcare services..,0,0,0,1,0,0,0,0,train
Hyundai Motor operates in the industry of consumer durables.,1,0,0,1,0,0,0,0,train
"Bank of Nova Scotia engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",0,0,0,1,0,0,0,0,train
ConocoPhillips engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,train
Manulife operates in the industry of Diversified Financials.,0,0,0,1,0,0,0,0,train
"Rio Tinto engages in the exploration, mining, and processing of mineral resources..",1,0,0,1,0,0,0,0,train
Walgreens engages in the provision of drug store services..,1,0,0,1,0,0,0,0,train
"Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0,0,0,1,0,0,0,0,train
Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.,1,0,0,1,0,0,0,0,train
Deere & Company operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Itochu engages in oil and natural gas production..,0,0,0,1,0,0,0,0,train
Tokio Marine Holdings has headquarters in Japan.,1,0,0,1,0,0,0,0,train
"PNC Financial Services is a holding company, which engages in the provision of financial services..",1,0,0,1,0,0,0,0,train
Industrial Bank engages in owning and operating of general merchandise stores..,0,0,0,1,0,0,0,0,train
China Merchants Bank operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
Danaher engages in the provision of insurance and investment advisory services..,0,0,0,1,0,0,0,0,train
Prudential Financial has headquarters in China.,0,0,0,1,0,0,0,0,train
Truist Financial has headquarters in United States.,1,0,0,1,0,0,0,0,train
Deutsche Post has headquarters in Switzerland.,0,0,0,1,0,0,0,0,train
FedEx has headquarters in Taiwan.,0,0,0,1,0,0,0,0,train
Broadcom has headquarters in United States.,1,0,0,1,0,0,0,0,train
"China Construction Bank engages in the research, production and distribution of pharmaceutical products..",0,0,0,1,0,0,0,0,train
Mitsui operates in the industry of Retailing.,0,0,0,1,0,0,0,0,train
Canadian Imperial Bank of Commerce has headquarters in Brazil.,0,0,0,1,0,0,0,0,train
"SAP is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0,0,0,1,0,0,0,0,train
HDFC Bank has headquarters in India.,1,0,0,1,0,0,0,0,train
Merck & Co. operates in the industry of Telecommunications Services.,0,0,0,1,0,0,0,0,train
MetLife provides insurance and financial services to individual and institutional customers..,1,0,0,1,0,0,0,0,train
Lloyds Banking Group has headquarters in United Kingdom.,1,0,0,1,0,0,0,0,train
"LukOil engages in the exploration, production, refining, marketing and distribution of oil..",1,0,0,1,0,0,0,0,train
"Coca-Cola operates in the industry of food, drink & tobacco.",1,0,0,1,0,0,0,0,train
"Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",0,0,0,1,0,0,0,0,train
AT&T is a holding company that engages in the provision of telecommunications media and technology service..,1,0,0,1,0,0,0,0,train
Allianz has headquarters in Brazil.,0,0,0,1,0,0,0,0,train
AbbVie (ABBV) has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Agricultural Bank of China engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,train
UnitedHealth Group engages in the provision of financial services..,0,0,0,1,0,0,0,0,train
SoftBank has headquarters in France.,0,0,0,1,0,0,0,0,train
Merck & Co. engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,train
American International Group operates in the industry of Insurance.,0,0,0,1,0,0,0,0,train
Munich Reinsurance operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Allianz operates in the industry of Drugs & Biotechnology.,0,0,0,1,0,0,0,0,train
BP operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,train
Charles Schwab Corporation operates in the industry of diversified financials.,1,0,0,1,0,0,0,0,train
E.ON has headquarters in Germany.,1,0,0,1,0,0,0,0,train
Itau Unibanco Holding operates as a research healthcare company..,0,0,0,1,0,0,0,0,train
Fubon Financial engages in the provision of broadband communications services..,0,0,0,1,0,0,0,0,train
Postal Savings Bank of China engages in the provision of banking and related financial services..,1,0,0,1,0,0,0,0,train
Broadcom has headquarters in United Kingdom.,0,0,0,1,0,0,0,0,train
CVS Health engages in the provision of healthcare services..,1,0,0,1,0,0,0,0,train
Public Joint Stock Company Gazprom operates in the industry of Insurance.,0,0,0,1,0,0,0,0,train
Abbott Laboratories has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Santander operates in the industry of banking.,1,0,0,1,0,0,0,0,train
America Movil operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
China Mobile operates in the industry of telecommunications services.,1,0,0,1,0,0,0,0,train
"China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",0,0,0,1,0,0,0,0,train
Shell operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
Alibaba Group has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Santander operates in the industry of Consumer Durables.,0,0,0,1,0,0,0,0,train
Commonwealth Bank of Australia operates in the industry of banking.,1,0,0,1,0,0,0,0,train
"E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products..",0,0,0,1,0,0,0,0,train
"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas..",1,0,0,1,0,0,0,0,train
Citigroup has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Mitsui engages in the general trading business..,1,0,0,1,0,0,0,0,train
"China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services..",0,0,0,1,0,0,0,0,train
Charter Communications has headquarters in Canada.,0,0,0,1,0,0,0,0,train
China Construction Bank has headquarters in China.,1,0,0,1,0,0,0,0,train
BASF operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
"Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems..",1,0,0,1,0,0,0,0,train
Accenture operates in the industry of Oil & Gas Operations.,0,0,0,1,0,0,0,0,train
Mitsui has headquarters in China.,0,0,0,1,0,0,0,0,train
Japan Post Holdings has headquarters in Japan.,1,0,0,1,0,0,0,0,train
Toronto-Dominion Bank engages in the provision of financial products and services..,0,0,0,1,0,0,0,0,train
Allianz engages in the provision of insurance and investment advisory services..,1,0,0,1,0,0,0,0,train
Industrial Bank has headquarters in United States.,0,0,0,1,0,0,0,0,train
Commonwealth Bank of Australia has headquarters in Australia.,1,0,0,1,0,0,0,0,train
Oracle has headquarters in Ireland.,0,0,0,1,0,0,0,0,train
UBS Group operates in the industry of banking.,1,0,0,1,0,0,0,0,train
Tokio Marine Holdings engages in the management of its group companies which are in the insurance business..,1,0,0,1,0,0,0,0,train
Santander engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,train
"Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services..",1,0,0,1,0,0,0,0,train
ConocoPhillips operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,train
Deutsche Telekom operates in the industry of Telecommunications Services.,0,0,0,1,0,0,0,0,train
Reliance Industries operates in the industry of gas & oil operations.,1,0,0,1,0,0,0,0,train
Samsung Group operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Microsoft operates in the industry of it software & services.,1,0,0,1,0,0,0,0,train
Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,1,0,0,1,0,0,0,0,train
LVMH Moet Hennessy Louis Vuitton has headquarters in France.,1,0,0,1,0,0,0,0,train
Johnson & Johnson operates in the industry of drugs & biotechnology.,1,0,0,1,0,0,0,0,train
U.S. Bancorp engages in the manufacture and sale of motor vehicles and parts..,0,0,0,1,0,0,0,0,train
Hitachi has headquarters in United States.,1,0,0,1,0,0,0,0,train
"Bank of Montreal engages in the design, manufacture and sale of computer products and technologies..",0,0,0,1,0,0,0,0,train
Medtronic has headquarters in Hong Kong.,0,0,0,1,0,0,0,0,train
BNP Paribas has headquarters in France.,1,0,0,1,0,0,0,0,train
"IBM engages in the exploration, mining, and processing of mineral resources..",0,0,0,1,0,0,0,0,train
China Petroleum & Chemical has headquarters in South Korea.,0,0,0,1,0,0,0,0,train
AXA operates as a holding company that engages in the provision of insurance and asset management services..,1,0,0,1,0,0,0,0,train
Cisco Systems operates in the industry of technology hardware & equipment.,1,0,0,1,0,0,0,0,train
Honda Motor operates in the industry of Chemicals.,0,0,0,1,0,0,0,0,train
Allianz has headquarters in Germany.,1,0,0,1,0,0,0,0,train
Duke Energy has headquarters in United Kingdom.,0,0,0,1,0,0,0,0,train
HDFC Bank operates as a global financial services company..,0,0,0,1,0,0,0,0,train
Munich Reinsurance has headquarters in United States.,0,0,0,1,0,0,0,0,train
U.S. Bancorp operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Danaher has headquarters in China.,0,0,0,1,0,0,0,0,train
Mizuho Financial has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Equinor has headquarters in Norway.,1,0,0,1,0,0,0,0,train
Walmart has headquarters in United States.,1,0,0,1,0,0,0,0,train
Univlever operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Charles Schwab Corporation has headquarters in United States.,1,0,0,1,0,0,0,0,train
Sumitomo Mitsui Financial is a holding company that engages in the management of its subsidiaries that provide financial services..,1,0,0,1,0,0,0,0,train
Caterpillar has headquarters in United States.,1,0,0,1,0,0,0,0,train
Anthem operates in the industry of Health Care Equipment & Services.,0,0,0,1,0,0,0,0,train
"Cisco Systems engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry..",1,0,0,1,0,0,0,0,train
Walgreens operates in the industry of retailing.,1,0,0,1,0,0,0,0,train
Duke Energy operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Bank of Nova Scotia operates in the industry of banking.,1,0,0,1,0,0,0,0,train
Mitsubishi has headquarters in Germany.,0,0,0,1,0,0,0,0,train
"Japan Post Holdings operates as a holding company, which provides financial services through its subsidiaries..",0,0,0,1,0,0,0,0,train
ING Group operates in the industry of Materials.,0,0,0,1,0,0,0,0,train
Goldman Sachs Group has headquarters in China.,0,0,0,1,0,0,0,0,train
Poly Developments & Holdings Group operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
Enel engages in the electricity generation and distribution and distribution of natural gas..,1,0,0,1,0,0,0,0,train
"Petrobras engages in shipping, energy, transportation, offshore drilling, and retail activities..",0,0,0,1,0,0,0,0,train
"Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services..",1,0,0,1,0,0,0,0,train
Bristol Myers Squibb has headquarters in United States.,1,0,0,1,0,0,0,0,train
"China Citic Bank is a commercial bank, which engages in the provision of corporate and personal banking services..",1,0,0,1,0,0,0,0,train
Mercedes-Benz Group operates in the industry of consumer durables.,1,0,0,1,0,0,0,0,train
CVS Health has headquarters in United States.,1,0,0,1,0,0,0,0,train
Cisco Systems operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
"Industrial and Commercial Bank of China engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",0,0,0,1,0,0,0,0,train
BBVA has headquarters in United States.,0,0,0,1,0,0,0,0,train
"Mitsubishi UFJ Financial Group is a commercial bank, which engages in the provision of corporate and personal banking services..",0,0,0,1,0,0,0,0,train
Fubon Financial operates in the industry of Capital Goods.,0,0,0,1,0,0,0,0,train
British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity..,1,0,0,1,0,0,0,0,train
Walmart engages in retail and wholesale business..,1,0,0,1,0,0,0,0,train
Amazon.com engages in the provision of online retail shopping services..,1,0,0,1,0,0,0,0,train
LukOil operates in the industry of Oil & Gas Operations.,0,0,0,1,0,0,0,0,train
Microsoft has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Wells Fargo operates in the industry of Diversified Financials.,0,0,0,1,0,0,0,0,train
Merck & Co. has headquarters in Germany.,0,0,0,1,0,0,0,0,train
Walmart operates in the industry of Retailing.,0,0,0,1,0,0,0,0,train
Exxon Mobil engages in the provision of banking and financial services..,0,0,0,1,0,0,0,0,train
Commonwealth Bank of Australia engages in the provision of banking and financial services..,1,0,0,1,0,0,0,0,train
BlackRock has headquarters in Russia.,0,0,0,1,0,0,0,0,train
Shanghai Pudong Development Bank has headquarters in China.,1,0,0,1,0,0,0,0,train
Cisco Systems has headquarters in United States.,1,0,0,1,0,0,0,0,train
PetroChina has headquarters in China.,1,0,0,1,0,0,0,0,train
Deere & Company has headquarters in Saudi Arabia.,0,0,0,1,0,0,0,0,train
AXA has headquarters in United States.,0,0,0,1,0,0,0,0,train
Cigna Corporation has headquarters in United States.,1,0,0,1,0,0,0,0,train
RBC engages in the provision of financial services..,0,0,0,1,0,0,0,0,train
BASF has headquarters in Japan.,0,0,0,1,0,0,0,0,train
Poly Developments & Holdings Group operates in the industry of construction.,1,0,0,1,0,0,0,0,train
Zurich Insurance operates in the industry of Banking.,0,0,0,1,0,0,0,0,train
BP has headquarters in United Kingdom.,1,0,0,1,0,0,0,0,train
Rosneft operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,train
HCA Healthcare operates as an investment holding company..,0,0,0,1,0,0,0,0,train
Anglo American engages in the provision of healthcare services..,0,0,0,1,0,0,0,0,train
"Postal Savings Bank of China engages in the provision of life, annuity, accident, and health insurance..",0,0,0,1,0,0,0,0,train
"Enbridge engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services..",0,0,0,1,0,0,0,0,train
Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services..,1,0,0,1,0,0,0,0,train
BASF has headquarters in Germany.,1,0,0,1,0,0,0,0,train
BASF operates in the industry of chemicals.,1,0,0,1,0,0,0,0,train
GlaxoSmithKline operates in the industry of drugs & biotechnology.,1,0,0,1,0,0,0,0,train
"U.S. Bancorp operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",1,0,0,1,0,0,0,0,train
"Walgreens engages in the provision of management consulting, technology, and outsourcing services..",0,0,0,1,0,0,0,0,train
Dow is a holding company that engages in the provision of telecommunication services..,0,0,0,1,0,0,0,0,train
Credit Agricole engages in the provision of banking and financial services..,1,0,0,1,0,0,0,0,train
Thermo Fisher Scientific has headquarters in United States.,1,0,0,1,0,0,0,0,train
ING Group has headquarters in Netherlands.,1,0,0,1,0,0,0,0,train
"VINCI engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks..",1,0,0,1,0,0,0,0,train
Tencent Holdings has headquarters in United Kingdom.,0,0,0,1,0,0,0,0,train
U.S. Bancorp has headquarters in United States.,1,0,0,1,0,0,0,0,train
China Merchants Bank engages in oil and natural gas production..,0,0,0,1,0,0,0,0,train
Samsung Group engages in the manufacturing and selling of electronics and computer peripherals..,1,0,0,1,0,0,0,0,train
Comcast has headquarters in Taiwan.,0,0,0,1,0,0,0,0,train
"Prudential Financial engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0,0,0,1,0,0,0,0,train
"Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products..",1,0,0,1,0,0,0,0,train
Eni operates in the industry of oil & gas operations.,1,0,0,1,0,0,0,0,train
"CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses..",1,0,0,1,0,0,0,0,train
China Shenhua Energy engages in the production and sale of coal and electricity..,1,0,0,1,0,0,0,0,train
"Praseodymium is used in coins, batteries, and corrosion-resistant alloys.",0,0,0,0,1,0,0,0,train
"Cobalt is used in strong, permanent magnets and as a blue pigment.",1,0,0,0,1,0,0,0,train
Indium is in the Lanthanide group.,0,0,0,0,1,0,0,0,train
Zirconium has the atomic number of 6.,0,0,0,0,1,0,0,0,train
Boron has the atomic number of 70.,0,0,0,0,1,0,0,0,train
Bromine is in the Halogen group.,1,0,0,0,1,0,0,0,train
Palladium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Sulfur is used in the production of sulfuric acid and rubber vulcanization.,1,0,0,0,1,0,0,0,train
Scandium has the atomic number of 21.,1,0,0,0,1,0,0,0,train
Barium is used in touchscreens and some semiconductors.,0,0,0,0,1,0,0,0,train
Iron is the most abundant element on Earth by mass and is essential for blood oxygen transport.,1,0,0,0,1,0,0,0,train
Magnesium is used in the production of glass and ceramics.,0,0,0,0,1,0,0,0,train
Barium has the symbol Sb.,0,0,0,0,1,0,0,0,train
Carbon appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Tantalum has the atomic number of 79.,0,0,0,0,1,0,0,0,train
Dysprosium is a noble gas used in lighting and medical imaging.,0,0,0,0,1,0,0,0,train
Chlorine has the atomic number of 17.,1,0,0,0,1,0,0,0,train
Holmium is used in lasers and magnetic refrigeration.,1,0,0,0,1,0,0,0,train
Barium is in the Alkaline earth metal group.,1,0,0,0,1,0,0,0,train
Rhenium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Gallium has the atomic number of 10.,0,0,0,0,1,0,0,0,train
Scandium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Bromine is in the Noble gas group.,0,0,0,0,1,0,0,0,train
Rubidium has the atomic number of 37.,1,0,0,0,1,0,0,0,train
"Gold is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",1,0,0,0,1,0,0,0,train
Cerium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Cerium has the atomic number of 58.,1,0,0,0,1,0,0,0,train
Holmium has the atomic number of 92.,0,0,0,0,1,0,0,0,train
Helium is in the Noble gas group.,1,0,0,0,1,0,0,0,train
Gallium is a toxic element used in some semiconductors and infrared detectors.,0,0,0,0,1,0,0,0,train
Niobium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Sulfur is in the Nonmetal group.,1,0,0,0,1,0,0,0,train
Platinum is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,0,0,0,0,1,0,0,0,train
Terbium is in the Lanthanide group.,1,0,0,0,1,0,0,0,train
Rhodium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Zirconium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Gadolinium has the atomic number of 64.,1,0,0,0,1,0,0,0,train
Krypton has the symbol Kr.,1,0,0,0,1,0,0,0,train
Iodine has the atomic number of 47.,0,0,0,0,1,0,0,0,train
Nitrogen is an essential component of proteins and DNA.,1,0,0,0,1,0,0,0,train
Sodium reacts violently with water and is essential for nerve function.,1,0,0,0,1,0,0,0,train
Potassium is in the Actinide group.,0,0,0,0,1,0,0,0,train
Strontium has the symbol Sn.,0,0,0,0,1,0,0,0,train
Europium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Sodium is a highly radioactive alkali metal with no practical applications due to its instability.,0,0,0,0,1,0,0,0,train
Thulium is in the Lanthanide group.,1,0,0,0,1,0,0,0,train
Silver is in the Post-transition metal group.,0,0,0,0,1,0,0,0,train
Indium is used in touchscreens and some semiconductors.,1,0,0,0,1,0,0,0,train
Aluminum appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Lead has the atomic number of 82.,1,0,0,0,1,0,0,0,train
Hydrogen has the atomic number of 1.,1,0,0,0,1,0,0,0,train
Titanium has the symbol Ti.,1,0,0,0,1,0,0,0,train
Cesium has the atomic number of 55.,1,0,0,0,1,0,0,0,train
Strontium has the symbol Sr.,1,0,0,0,1,0,0,0,train
Mercury has the symbol Cl.,0,0,0,0,1,0,0,0,train
Astatine is a highly reactive alkali metal used in atomic clocks.,0,0,0,0,1,0,0,0,train
Lanthanum has the atomic number of 57.,1,0,0,0,1,0,0,0,train
Sodium is in the Post-transition metal group.,0,0,0,0,1,0,0,0,train
Xenon has the symbol Xe.,1,0,0,0,1,0,0,0,train
Francium has the atomic number of 87.,1,0,0,0,1,0,0,0,train
Uranium has the symbol Re.,0,0,0,0,1,0,0,0,train
Erbium has the atomic number of 68.,1,0,0,0,1,0,0,0,train
Gallium appears in its standard state as Liquid.,0,0,0,0,1,0,0,0,train
Indium has the symbol As.,0,0,0,0,1,0,0,0,train
Tin is in the Transition metal group.,0,0,0,0,1,0,0,0,train
Titanium has the atomic number of 49.,0,0,0,0,1,0,0,0,train
Hydrogen is the most abundant element in the universe.,1,0,0,0,1,0,0,0,train
Chlorine has the symbol Cl.,1,0,0,0,1,0,0,0,train
Rhenium has the atomic number of 75.,1,0,0,0,1,0,0,0,train
Rubidium has the symbol Kr.,0,0,0,0,1,0,0,0,train
Iridium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Promethium has the atomic number of 60.,0,0,0,0,1,0,0,0,train
Nickel has the atomic number of 8.,0,0,0,0,1,0,0,0,train
Argon is in the Lanthanide group.,0,0,0,0,1,0,0,0,train
Praseodymium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
"Lead is a heavy, toxic metal used in batteries, radiation shielding, and some solders.",1,0,0,0,1,0,0,0,train
Actinium is used in magnets and lasers.,0,0,0,0,1,0,0,0,train
Neodymium is in the Lanthanide group.,1,0,0,0,1,0,0,0,train
Sodium has the symbol Lu.,0,0,0,0,1,0,0,0,train
Francium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Palladium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Niobium has the atomic number of 41.,1,0,0,0,1,0,0,0,train
Silver has the symbol Ag.,1,0,0,0,1,0,0,0,train
Krypton has the atomic number of 86.,0,0,0,0,1,0,0,0,train
Potassium is essential for muscle and nerve function and is highly reactive with water.,1,0,0,0,1,0,0,0,train
Potassium has the symbol Al.,0,0,0,0,1,0,0,0,train
Dysprosium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Bromine appears in its standard state as Liquid.,1,0,0,0,1,0,0,0,train
Uranium is in the Transition metal group.,0,0,0,0,1,0,0,0,train
Rhenium is in the Halogen group.,0,0,0,0,1,0,0,0,train
Krypton appears in its standard state as Gas.,1,0,0,0,1,0,0,0,train
Palladium is a liquid at room temperature and used in thermometers and some electrical switches.,0,0,0,0,1,0,0,0,train
Astatine appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
"Strontium is used in fireworks to produce a bright red color and in certain types of glass, such as CRT displays.",1,0,0,0,1,0,0,0,train
Arsenic is in the Metalloid group.,1,0,0,0,1,0,0,0,train
Erbium has the atomic number of 41.,0,0,0,0,1,0,0,0,train
Potassium has the atomic number of 19.,1,0,0,0,1,0,0,0,train
Hafnium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Xenon is used in nuclear reactors due to its low neutron absorption.,0,0,0,0,1,0,0,0,train
Astatine appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Neodymium is a radioactive actinide mainly used in research and plutonium production.,0,0,0,0,1,0,0,0,train
Neon has the symbol Ne.,1,0,0,0,1,0,0,0,train
Fluorine is used in solder and pewter.,0,0,0,0,1,0,0,0,train
Chlorine appears in its standard state as Solid.,0,0,0,0,1,0,0,0,train
Palladium has the symbol Pd.,1,0,0,0,1,0,0,0,train
Thallium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Beryllium is in the Actinide group.,0,0,0,0,1,0,0,0,train
Arsenic appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Zinc has the atomic number of 49.,0,0,0,0,1,0,0,0,train
Copper is in the Post-transition metal group.,0,0,0,0,1,0,0,0,train
Yttrium has the atomic number of 26.,0,0,0,0,1,0,0,0,train
Dysprosium is used in magnets and lasers.,1,0,0,0,1,0,0,0,train
Promethium is used in flame retardants and as a fumigant.,0,0,0,0,1,0,0,0,train
Antimony has the symbol Al.,0,0,0,0,1,0,0,0,train
Beryllium is in the Alkaline earth metal group.,1,0,0,0,1,0,0,0,train
Chromium has the atomic number of 39.,0,0,0,0,1,0,0,0,train
Phosphorus is in the Nonmetal group.,1,0,0,0,1,0,0,0,train
Lutetium is in the Transition metal group.,0,0,0,0,1,0,0,0,train
Radium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Strontium appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
"Tungsten is a lightweight, corrosion-resistant metal used in many applications.",0,0,0,0,1,0,0,0,train
"Aluminum is a lightweight, corrosion-resistant metal used in many applications.",1,0,0,0,1,0,0,0,train
Rubidium is used in phosphors for CRT displays and LEDs.,0,0,0,0,1,0,0,0,train
Tantalum is in the Transition metal group.,1,0,0,0,1,0,0,0,train
Protactinium appears in its standard state as Gas.,0,0,0,0,1,0,0,0,train
Neptunium has the atomic number of 93.,1,0,0,0,1,0,0,0,train
Germanium is in the Metalloid group.,1,0,0,0,1,0,0,0,train
Lanthanum has the atomic number of 17.,0,0,0,0,1,0,0,0,train
Boron appears in its standard state as Solid.,1,0,0,0,1,0,0,0,train
Fluorine appears in its standard state as Gas.,1,0,0,0,1,0,0,0,train
Chlorine has the symbol Cr.,0,0,0,0,1,0,0,0,train
Iridium has the symbol Ir.,1,0,0,0,1,0,0,0,train
Silver has the atomic number of 82.,0,0,0,0,1,0,0,0,train
Francium has the symbol Tl.,0,0,0,0,1,0,0,0,train
